 buildings                     | is_active                    | boolean                     | NO
 buildings                     | created_at                   | timestamp without time zone | YES
 buildings                     | updated_at                   | timestamp without time zone | YES
 common_spaces                 | id                           | uuid                        | NO
 common_spaces                 | name                         | character varying           | NO
 common_spaces                 | description                  | text                        | YES
 common_spaces                 | building_id                  | uuid                        | NO
 common_spaces                 | is_reservable                | boolean                     | NO
 common_spaces                 | capacity                     | integer                     | YES
 common_spaces                 | contact_person_id            | uuid                        | YES
 common_spaces                 | opening_hours                | jsonb                       | YES
 common_spaces                 | booking_rules                | text                        | YES
 common_spaces                 | created_at                   | timestamp without time zone | YES
 common_spaces                 | updated_at                   | timestamp without time zone | YES
 contacts                      | id                           | uuid                        | NO
 contacts                      | name                         | text                        | NO
 contacts                      | email                        | text                        | YES
 contacts                      | phone                        | text                        | YES
 contacts                      | entity                       | USER-DEFINED                | NO
 contacts                      | entity_id                    | uuid                        | NO
 contacts                      | contact_category             | USER-DEFINED                | NO
 contacts                      | is_active                    | boolean                     | NO
 contacts                      | created_at                   | timestamp without time zone | YES
 contacts                      | updated_at                   | timestamp without time zone | YES
 demand_comments               | id                           | uuid                        | NO
 demand_comments               | demand_id                    | uuid                        | NO
 demand_comments               | order_index                  | numeric                     | NO
 demand_comments               | comment                      | text                        | NO
 demand_comments               | created_by                   | uuid                        | NO
 demand_comments               | created_at                   | timestamp without time zone | YES
 demands                       | id                           | uuid                        | NO
 demands                       | submitter_id                 | uuid                        | NO
 demands                       | type                         | USER-DEFINED                | NO
 demands                       | assignation_residence_id     | uuid                        | YES
 demands                       | assignation_building_id      | uuid                        | YES
 demands                       | description                  | text                        | NO
 demands                       | residence_id                 | uuid                        | NO
 demands                       | building_id                  | uuid                        | NO
 demands                       | status                       | USER-DEFINED                | NO
 demands                       | reviewed_by                  | uuid                        | YES
 demands                       | reviewed_at                  | timestamp without time zone | YES
 demands                       | review_notes                 | text                        | YES
 demands                       | created_at                   | timestamp without time zone | YES
 demands                       | updated_at                   | timestamp without time zone | YES
 development_pillars           | id                           | character varying           | NO
 development_pillars           | name                         | text                        | NO
 development_pillars           | description                  | text                        | NO
 development_pillars           | status                       | text                        | NO
 development_pillars           | order                        | text                        | NO
 development_pillars           | configuration                | jsonb                       | YES
 development_pillars           | created_at                   | timestamp without time zone | YES
 development_pillars           | updated_at                   | timestamp without time zone | YES
 documents                     | id                           | character varying           | NO
 documents                     | name                         | text                        | NO
 documents                     | description                  | text                        | YES
 documents                     | document_type                | text                        | NO
 documents                     | file_path                    | text                        | NO
 documents                     | is_visible_to_tenants        | boolean                     | NO
 documents                     | residence_id                 | uuid                        | YES
 documents                     | building_id                  | uuid                        | YES
 documents                     | uploaded_by_id               | character varying           | NO
 documents                     | created_at                   | timestamp without time zone | NO
 documents                     | updated_at                   | timestamp without time zone | NO
 feature_request_upvotes       | id                           | uuid                        | NO
 feature_request_upvotes       | feature_request_id           | uuid                        | NO
 feature_request_upvotes       | user_id                      | uuid                        | NO
 feature_request_upvotes       | created_at                   | timestamp without time zone | YES
 feature_requests              | id                           | uuid                        | NO
 feature_requests              | created_by                   | uuid                        | NO
 feature_requests              | title                        | text                        | NO
 feature_requests              | description                  | text                        | NO
 feature_requests              | need                         | text                        | NO
 feature_requests              | category                     | USER-DEFINED                | NO
 feature_requests              | page                         | text                        | NO
 feature_requests              | status                       | USER-DEFINED                | NO
 feature_requests              | upvote_count                 | integer                     | NO
 feature_requests              | assigned_to                  | uuid                        | YES
 feature_requests              | reviewed_by                  | uuid                        | YES
 feature_requests              | reviewed_at                  | timestamp without time zone | YES
 feature_requests              | admin_notes                  | text                        | YES
 feature_requests              | merged_into_id               | uuid                        | YES
 feature_requests              | created_at                   | timestamp without time zone | YES
 feature_requests              | updated_at                   | timestamp without time zone | YES
 features                      | id                           | uuid                        | NO
 features                      | name                         | text                        | NO
 features                      | description                  | text                        | NO
 features                      | category                     | USER-DEFINED                | NO
 features                      | status                       | USER-DEFINED                | NO
 features                      | priority                     | USER-DEFINED                | NO
 features                      | requested_by                 | text                        | YES
 features                      | assigned_to                  | text                        | YES
 features                      | estimated_hours              | integer                     | YES
 features                      | actual_hours                 | integer                     | YES
 features                      | start_date                   | date                        | YES
 features                      | completed_date               | date                        | YES
 features                      | is_public_roadmap            | boolean                     | NO
 features                      | tags                         | jsonb                       | YES
 features                      | metadata                     | jsonb                       | YES
 features                      | created_at                   | timestamp without time zone | YES
 features                      | updated_at                   | timestamp without time zone | YES
 features                      | business_objective           | text                        | YES
 features                      | target_users                 | text                        | YES
 features                      | success_metrics              | text                        | YES
 features                      | technical_complexity         | text                        | YES
 features                      | dependencies                 | text                        | YES
 features                      | user_flow                    | text                        | YES
 features                      | ai_analysis_result           | jsonb                       | YES
 features                      | ai_analyzed_at               | timestamp without time zone | YES
 features                      | is_strategic_path            | boolean                     | NO
 features                      | synced_at                    | timestamp without time zone | YES
 framework_configuration       | id                           | character varying           | NO
 framework_configuration       | key                          | text                        | NO
 framework_configuration       | value                        | text                        | NO
 framework_configuration       | description                  | text                        | YES
 framework_configuration       | created_at                   | timestamp without time zone | YES
 framework_configuration       | updated_at                   | timestamp without time zone | YES
 improvement_suggestions       | id                           | uuid                        | NO
 improvement_suggestions       | title                        | text                        | NO
 improvement_suggestions       | description                  | text                        | NO
 improvement_suggestions       | category                     | USER-DEFINED                | NO
 improvement_suggestions       | priority                     | USER-DEFINED                | NO
 improvement_suggestions       | status                       | USER-DEFINED                | NO
 improvement_suggestions       | file_path                    | text                        | YES
 improvement_suggestions       | technical_details            | text                        | YES
 improvement_suggestions       | business_impact              | text                        | YES
 improvement_suggestions       | implementation_effort        | text                        | YES
 improvement_suggestions       | quebec_compliance_relevance  | text                        | YES
 improvement_suggestions       | suggested_by                 | uuid                        | YES
 improvement_suggestions       | assigned_to                  | uuid                        | YES
 improvement_suggestions       | created_at                   | timestamp without time zone | YES
 improvement_suggestions       | updated_at                   | timestamp without time zone | YES
 improvement_suggestions       | acknowledged_at              | timestamp without time zone | YES
 improvement_suggestions       | completed_at                 | timestamp without time zone | YES
 invitation_audit_log          | id                           | uuid                        | NO
 invitation_audit_log          | invitation_id                | text                        | YES
 invitation_audit_log          | action                       | text                        | NO
 invitation_audit_log          | performed_by                 | uuid                        | YES
 invitation_audit_log          | ip_address                   | text                        | YES
 invitation_audit_log          | user_agent                   | text                        | YES
 invitation_audit_log          | details                      | json                        | YES
 invitation_audit_log          | previous_status              | USER-DEFINED                | YES
 invitation_audit_log          | new_status                   | USER-DEFINED                | YES
 invitation_audit_log          | created_at                   | timestamp without time zone | YES
 invitations                   | id                           | text                        | NO
 invitations                   | organization_id              | text                        | YES
 invitations                   | building_id                  | text                        | YES
 invitations                   | residence_id                 | text                        | YES
 invitations                   | email                        | text                        | NO
 invitations                   | token                        | text                        | NO
 invitations                   | role                         | USER-DEFINED                | NO
 invitations                   | status                       | USER-DEFINED                | NO
 invitations                   | invited_by_user_id           | text                        | NO
 invitations                   | expires_at                   | timestamp without time zone | NO
 invitations                   | token_hash                   | text                        | NO
 invitations                   | usage_count                  | integer                     | NO
 invitations                   | max_usage_count              | integer                     | NO
 invitations                   | personal_message             | text                        | YES
 invitations                   | invitation_context           | json                        | YES
 invitations                   | security_level               | text                        | YES
 invitations                   | requires_2fa                 | boolean                     | NO
 invitations                   | accepted_at                  | timestamp without time zone | YES
 invitations                   | accepted_by_user_id          | text                        | YES
 invitations                   | created_at                   | timestamp without time zone | YES
 invitations                   | updated_at                   | timestamp without time zone | YES
 invitations                   | last_accessed_at             | timestamp without time zone | YES
 invitations                   | ip_address                   | text                        | YES
 invitations                   | user_agent                   | text                        | YES
 maintenance_requests          | id                           | uuid                        | NO
 maintenance_requests          | residence_id                 | uuid                        | NO
 maintenance_requests          | submitted_by                 | uuid                        | NO
 maintenance_requests          | assigned_to                  | uuid                        | YES
 maintenance_requests          | title                        | text                        | NO
 maintenance_requests          | description                  | text                        | NO
 maintenance_requests          | category                     | text                        | NO
 maintenance_requests          | priority                     | USER-DEFINED                | NO
 maintenance_requests          | status                       | USER-DEFINED                | NO
 maintenance_requests          | estimated_cost               | numeric                     | YES
 maintenance_requests          | actual_cost                  | numeric                     | YES
 maintenance_requests          | scheduled_date               | timestamp without time zone | YES
 maintenance_requests          | completed_date               | timestamp without time zone | YES
 maintenance_requests          | notes                        | text                        | YES
 maintenance_requests          | images                       | jsonb                       | YES
 maintenance_requests          | created_at                   | timestamp without time zone | YES
 maintenance_requests          | updated_at                   | timestamp without time zone | YES
 metric_calibration_data       | id                           | uuid                        | NO
 metric_calibration_data       | metric_type                  | USER-DEFINED                | NO
 metric_calibration_data       | calibration_model            | text                        | NO
 metric_calibration_data       | training_data_size           | integer                     | NO
 metric_calibration_data       | accuracy                     | numeric                     | NO
 metric_calibration_data       | precision                    | numeric                     | NO
 metric_calibration_data       | recall                       | numeric                     | NO
 metric_calibration_data       | f1_score                     | numeric                     | NO
 metric_calibration_data       | cross_validation_score       | numeric                     | YES
 metric_calibration_data       | feature_importance           | jsonb                       | YES
 metric_calibration_data       | hyperparameters              | jsonb                       | YES
 metric_calibration_data       | quebec_specific_factors      | jsonb                       | YES
 metric_calibration_data       | last_training_date           | date                        | NO
 metric_calibration_data       | model_version                | text                        | NO
 metric_calibration_data       | is_active                    | boolean                     | NO
 metric_calibration_data       | performance_metrics          | jsonb                       | YES
 metric_calibration_data       | created_at                   | timestamp without time zone | YES
 metric_calibration_data       | updated_at                   | timestamp without time zone | YES
 metric_effectiveness_tracking | id                           | uuid                        | NO
 metric_effectiveness_tracking | metric_type                  | USER-DEFINED                | NO
 metric_effectiveness_tracking | calculated_value             | numeric                     | NO
 metric_effectiveness_tracking | actual_outcome               | text                        | NO
 metric_effectiveness_tracking | accuracy                     | numeric                     | NO
 metric_effectiveness_tracking | precision                    | numeric                     | NO
 metric_effectiveness_tracking | recall                       | numeric                     | NO
 metric_effectiveness_tracking | f1_score                     | numeric                     | NO
 metric_effectiveness_tracking | calibration_score            | numeric                     | YES
 metric_effectiveness_tracking | prediction_confidence        | numeric                     | YES
 metric_effectiveness_tracking | validation_date              | date                        | NO
 metric_effectiveness_tracking | quebec_compliance_impact     | boolean                     | NO
 metric_effectiveness_tracking | property_management_context  | text                        | YES
 metric_effectiveness_tracking | created_at                   | timestamp without time zone | YES
 metric_effectiveness_tracking | updated_at                   | timestamp without time zone | YES
 metric_predictions            | id                           | uuid                        | NO
 metric_predictions            | metric_type                  | USER-DEFINED                | NO
 metric_predictions            | predicted_value              | numeric                     | NO
 metric_predictions            | confidence_level             | numeric                     | NO
 metric_predictions            | threshold_used               | numeric                     | NO
 metric_predictions            | context_data                 | jsonb                       | YES
 metric_predictions            | prediction_reason            | text                        | YES
 metric_predictions            | expected_severity            | USER-DEFINED                | NO
 metric_predictions            | quebec_compliance_relevant   | boolean                     | NO
 metric_predictions            | property_management_category | text                        | YES
 metric_predictions            | file_path                    | text                        | YES
 metric_predictions            | line_number                  | integer                     | YES
 metric_predictions            | created_at                   | timestamp without time zone | YES
 money_flow                    | id                           | uuid                        | NO
 money_flow                    | building_id                  | uuid                        | NO
 money_flow                    | residence_id                 | uuid                        | YES
 money_flow                    | bill_id                      | uuid                        | YES
 money_flow                    | type                         | USER-DEFINED                | NO
 money_flow                    | category                     | USER-DEFINED                | NO
 money_flow                    | description                  | text                        | NO
 money_flow                    | amount                       | numeric                     | NO
 money_flow                    | transaction_date             | date                        | NO
 money_flow                    | reference_number             | text                        | YES
 money_flow                    | notes                        | text                        | YES
 money_flow                    | is_reconciled                | boolean                     | YES
 money_flow                    | reconciled_date              | date                        | YES
 money_flow                    | created_by                   | uuid                        | NO
 money_flow                    | created_at                   | timestamp without time zone | YES
 money_flow                    | updated_at                   | timestamp without time zone | YES
 monthly_budgets               | id                           | uuid                        | NO
 monthly_budgets               | building_id                  | uuid                        | NO
 monthly_budgets               | year                         | integer                     | NO
 monthly_budgets               | month                        | integer                     | NO
 monthly_budgets               | income_types                 | ARRAY                       | NO
 monthly_budgets               | incomes                      | ARRAY                       | NO
 monthly_budgets               | spending_types               | ARRAY                       | NO
 monthly_budgets               | spendings                    | ARRAY                       | NO
 monthly_budgets               | approved                     | boolean                     | NO
 monthly_budgets               | approved_by                  | uuid                        | YES
 monthly_budgets               | approved_date                | timestamp without time zone | YES
 monthly_budgets               | original_budget_id           | uuid                        | YES
 monthly_budgets               | created_at                   | timestamp without time zone | YES
 monthly_budgets               | updated_at                   | timestamp without time zone | YES
 notifications                 | id                           | uuid                        | NO
 notifications                 | user_id                      | uuid                        | NO
 notifications                 | type                         | USER-DEFINED                | NO
 notifications                 | title                        | text                        | NO
 notifications                 | message                      | text                        | NO
 notifications                 | related_entity_id            | uuid                        | YES
 notifications                 | related_entity_type          | text                        | YES
 notifications                 | is_read                      | boolean                     | NO
 notifications                 | read_at                      | timestamp without time zone | YES
 notifications                 | created_at                   | timestamp without time zone | YES
 old_bills                     | id                           | uuid                        | NO
 old_bills                     | residence_id                 | uuid                        | NO
 old_bills                     | bill_number                  | text                        | NO
 old_bills                     | type                         | USER-DEFINED                | NO
 old_bills                     | description                  | text                        | NO
 old_bills                     | amount                       | numeric                     | NO
 old_bills                     | due_date                     | date                        | NO
 old_bills                     | issue_date                   | date                        | NO
 old_bills                     | status                       | USER-DEFINED                | NO
 old_bills                     | notes                        | text                        | YES
 old_bills                     | late_fee_amount              | numeric                     | YES
 old_bills                     | discount_amount              | numeric                     | YES
 old_bills                     | final_amount                 | numeric                     | NO
 old_bills                     | payment_received_date        | date                        | YES
 old_bills                     | created_by                   | uuid                        | NO
 old_bills                     | created_at                   | timestamp without time zone | YES
 old_bills                     | updated_at                   | timestamp without time zone | YES
 organizations                 | id                           | uuid                        | NO
 organizations                 | name                         | text                        | NO
 organizations                 | type                         | text                        | NO
 organizations                 | address                      | text                        | NO
 organizations                 | city                         | text                        | NO
 organizations                 | province                     | text                        | NO
 organizations                 | postal_code                  | text                        | NO
 organizations                 | phone                        | text                        | YES
 organizations                 | email                        | text                        | YES
 organizations                 | website                      | text                        | YES
 organizations                 | registration_number          | text                        | YES
 organizations                 | is_active                    | boolean                     | NO
 organizations                 | created_at                   | timestamp without time zone | YES
 organizations                 | updated_at                   | timestamp without time zone | YES
 password_reset_tokens         | id                           | uuid                        | NO
 password_reset_tokens         | user_id                      | uuid                        | NO
 password_reset_tokens         | token                        | text                        | NO
 password_reset_tokens         | token_hash                   | text                        | NO
 password_reset_tokens         | expires_at                   | timestamp without time zone | NO
 password_reset_tokens         | used_at                      | timestamp without time zone | YES
 password_reset_tokens         | is_used                      | boolean                     | NO
 password_reset_tokens         | ip_address                   | text                        | YES
 password_reset_tokens         | user_agent                   | text                        | YES
 password_reset_tokens         | created_at                   | timestamp without time zone | YES
 permissions                   | id                           | uuid                        | NO
 permissions                   | name                         | text                        | NO
 permissions                   | display_name                 | text                        | NO
 permissions                   | description                  | text                        | YES
 permissions                   | resource_type                | USER-DEFINED                | NO
 permissions                   | action                       | USER-DEFINED                | NO
 permissions                   | conditions                   | json                        | YES
 permissions                   | is_active                    | boolean                     | NO
 permissions                   | created_at                   | timestamp without time zone | YES
 permissions                   | updated_at                   | timestamp without time zone | YES
 prediction_validations        | id                           | uuid                        | NO
 prediction_validations        | prediction_id                | uuid                        | NO
 prediction_validations        | validation_status            | USER-DEFINED                | NO
 prediction_validations        | actual_outcome               | text                        | NO
 prediction_validations        | validation_method            | text                        | NO
 prediction_validations        | validator_id                 | uuid                        | YES
 prediction_validations        | time_taken                   | integer                     | YES
 prediction_validations        | impact_level                 | USER-DEFINED                | YES
 prediction_validations        | resolution_actions           | text                        | YES
 prediction_validations        | quebec_compliance_notes      | text                        | YES
 prediction_validations        | cost_impact                  | numeric                     | YES
 prediction_validations        | validated_at                 | timestamp without time zone | NO
 prediction_validations        | created_at                   | timestamp without time zone | YES
 quality_issues                | id                           | uuid                        | NO
 quality_issues                | title                        | text                        | NO
 quality_issues                | description                  | text                        | NO
 quality_issues                | category                     | text                        | NO
 quality_issues                | severity                     | USER-DEFINED                | NO
 quality_issues                | file_path                    | text                        | NO
 quality_issues                | line_number                  | integer                     | YES
 quality_issues                | detection_method             | text                        | NO
 quality_issues                | detected_by                  | uuid                        | YES
 quality_issues                | related_metric_type          | USER-DEFINED                | YES
 quality_issues                | was_predicted                | boolean                     | NO
 quality_issues                | prediction_id                | uuid                        | YES
 quality_issues                | resolution_status            | text                        | NO
 quality_issues                | resolution_time              | integer                     | YES
 quality_issues                | resolution_actions           | text                        | YES
 quality_issues                | quebec_compliance_related    | boolean                     | NO
 quality_issues                | property_management_impact   | text                        | YES
 quality_issues                | cost_to_fix                  | numeric                     | YES
 quality_issues                | actual_cost                  | numeric                     | YES
 quality_issues                | discovered_at                | timestamp without time zone | NO
 quality_issues                | resolved_at                  | timestamp without time zone | YES
 quality_issues                | created_at                   | timestamp without time zone | YES
 quality_issues                | updated_at                   | timestamp without time zone | YES
 quality_metrics               | id                           | character varying           | NO
 quality_metrics               | metric_type                  | text                        | NO
 quality_metrics               | value                        | text                        | NO
 quality_metrics               | timestamp                    | timestamp without time zone | YES
 residences                    | id                           | uuid                        | NO
 residences                    | building_id                  | uuid                        | NO
 residences                    | unit_number                  | text                        | NO
 residences                    | floor                        | integer                     | YES
 residences                    | square_footage               | numeric                     | YES
 residences                    | bedrooms                     | integer                     | YES
 residences                    | bathrooms                    | numeric                     | YES
 residences                    | balcony                      | boolean                     | YES
 residences                    | parking_space_numbers        | ARRAY                       | YES
 residences                    | storage_space_numbers        | ARRAY                       | YES
 residences                    | ownership_percentage         | numeric                     | YES
 residences                    | monthly_fees                 | numeric                     | YES
 residences                    | is_active                    | boolean                     | NO
 residences                    | created_at                   | timestamp without time zone | YES
 residences                    | updated_at                   | timestamp without time zone | YES
 role_permissions              | id                           | uuid                        | NO
 role_permissions              | role                         | USER-DEFINED                | NO
 role_permissions              | permission_id                | uuid                        | NO
 role_permissions              | created_at                   | timestamp without time zone | YES
 session                       | sid                          | character varying           | NO
 session                       | sess                         | json                        | NO
 session                       | expire                       | timestamp without time zone | NO
 ssl_certificates              | id                           | uuid                        | NO
 ssl_certificates              | domain                       | text                        | NO
 ssl_certificates              | certificate_data             | text                        | NO
 ssl_certificates              | private_key                  | text                        | NO
 ssl_certificates              | issuer                       | text                        | NO
 ssl_certificates              | subject                      | text                        | NO
 ssl_certificates              | serial_number                | text                        | NO
 ssl_certificates              | fingerprint                  | text                        | NO
 ssl_certificates              | valid_from                   | timestamp without time zone | NO
 ssl_certificates              | valid_to                     | timestamp without time zone | NO
 ssl_certificates              | status                       | USER-DEFINED                | NO
 ssl_certificates              | auto_renew                   | boolean                     | NO
 ssl_certificates              | renewal_attempts             | integer                     | NO
 ssl_certificates              | max_renewal_attempts         | integer                     | NO
 ssl_certificates              | dns_provider                 | text                        | YES
 ssl_certificates              | last_renewal_attempt         | timestamp without time zone | YES
 ssl_certificates              | next_renewal_date            | timestamp without time zone | YES
 ssl_certificates              | created_by                   | uuid                        | NO
 ssl_certificates              | created_at                   | timestamp without time zone | YES
 ssl_certificates              | updated_at                   | timestamp without time zone | YES
 user_booking_restrictions     | id                           | uuid                        | NO
 user_booking_restrictions     | user_id                      | uuid                        | NO
 user_booking_restrictions     | common_space_id              | uuid                        | NO
 user_booking_restrictions     | is_blocked                   | boolean                     | NO
 user_booking_restrictions     | reason                       | text                        | YES
 user_booking_restrictions     | created_at                   | timestamp without time zone | YES
 user_booking_restrictions     | updated_at                   | timestamp without time zone | YES
 user_organizations            | id                           | uuid                        | NO
 user_organizations            | user_id                      | uuid                        | NO
 user_organizations            | organization_id              | uuid                        | NO
 user_organizations            | organization_role            | USER-DEFINED                | NO
 user_organizations            | is_active                    | boolean                     | NO
 user_organizations            | can_access_all_organizations | boolean                     | NO
 user_organizations            | created_at                   | timestamp without time zone | YES
 user_organizations            | updated_at                   | timestamp without time zone | YES
 user_permissions              | id                           | uuid                        | NO
 user_permissions              | user_id                      | uuid                        | NO
 user_permissions              | permission_id                | uuid                        | NO
 user_permissions              | granted                      | boolean                     | NO
 user_permissions              | created_at                   | timestamp without time zone | YES
 user_permissions              | updated_at                   | timestamp without time zone | YES
 user_residences               | id                           | uuid                        | NO
 user_residences               | user_id                      | uuid                        | NO
 user_residences               | residence_id                 | uuid                        | NO
 user_residences               | relationship_type            | text                        | NO
 user_residences               | start_date                   | date                        | NO
 user_residences               | end_date                     | date                        | YES
 user_residences               | is_active                    | boolean                     | NO
 user_residences               | created_at                   | timestamp without time zone | YES
 user_residences               | updated_at                   | timestamp without time zone | YES
 user_time_limits              | id                           | uuid                        | NO
 user_time_limits              | user_id                      | uuid                        | NO
 user_time_limits              | common_space_id              | uuid                        | YES
 user_time_limits              | limit_type                   | character varying           | NO
 user_time_limits              | limit_hours                  | integer                     | NO
 user_time_limits              | created_at                   | timestamp without time zone | YES
 user_time_limits              | updated_at                   | timestamp without time zone | YES
 users                         | id                           | uuid                        | NO
 users                         | username                     | text                        | NO
 users                         | email                        | text                        | NO
 users                         | password                     | text                        | NO
 users                         | first_name                   | text                        | NO
 users                         | last_name                    | text                        | NO
 users                         | phone                        | text                        | YES
 users                         | profile_image                | text                        | YES
 users                         | language                     | text                        | NO
 users                         | role                         | USER-DEFINED                | NO
 users                         | is_active                    | boolean                     | NO
 users                         | last_login_at                | timestamp without time zone | YES
 users                         | created_at                   | timestamp without time zone | YES
 users                         | updated_at                   | timestamp without time zone | YES
 workspace_status              | id                           | character varying           | NO
 workspace_status              | component                    | text                        | NO
 workspace_status              | status                       | text                        | NO
 workspace_status              | last_updated                 | timestamp without time zone | YES

